No. de registro,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Área de suelo contaminado m²,Volumen de suelo contaminado m³,Cuenta con programa de remediación aprobado,x,y
1526,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cunduacán,"Área aledaña a la Batería Iride, en la colonia Santa Isabel, en el Ejido Gregorio Méndez",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,527.56,779.88,Si,-93.064,18.041
2445,2023,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cunduacán,"Activo de producción Samaria- Luna, colonia Santa Isabel, Ejido Gregorio Méndez (Antiguo quemador de fosa de la Batería Íride)",N.E.I.,Extracción de petróleo y gas natural asociado,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,308.18,415.57,Si,-93.064,18.042
2446,2023,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cunduacán,"Activo de producción Samaría- Luna, colonia Santa Isabel, Ejido Gregorio Méndez (Presa de desechos Parcela 122)",Depósitos de residuos peligrosos,Extracción de petróleo y gas natural asociado,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,1748.49,3750.25,No,-93.065,18.044
2431,2023,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cunduacán,"Activo de producción Samaria-Luna, colonia Santa Isabel, Ejido Gregorio Méndez (quemador de fosa de la Batería Íride)",Derrames y/o fugas,Extracción de petróleo y gas natural asociado,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,735.22,939.07,Si,-93.064,18.044
2154,2019,Emergencia ambiental,"Transportes Gomher, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Coatzacoalcos,Km 15.5 carretera No. 180 Coatzacoalcos-Minatitlán,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,280,336,Si,-94.515,18.044
2430,2023,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cunduacán,"Activo de producción Samaria-Luna, colonia Santa Isabel, Ejido Gregorio Méndez (Antiguo quemador elevado de la Batería de Separación Íride)",Derrames y/o fugas,Extracción de petróleo y gas natural asociado,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,193.6,501.32,Si,-93.061,18.044
1831,2016,Emergencia ambiental,"Autotransportes Foráneos, S.A de C.V.",Veracruz_de_Ignacio_de_la_Llave,Las Choapas,Km 036+000 carretera Coatzacoalcos-Villahermosa,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,324.91,392.65,No,-94.125,18.052
1432,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Huimanguillo,"Parcela de Juan Vicencio Morales, el sitio se ubica en el Ejido El Paraíso",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,23854.17,11516.42,Si,-94.06,18.053
2407,2022,Emergencia ambiental,"Tractofletes Especializados, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Agua Dulce,"Km 027+100 carretera (520) Coatzacoalcos-Villahermosa, tramo Coatzacoalcos-Nuevo Teapa",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,250,200,Si,-94.21,18.053
1434,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Huimanguillo,"Parcela de Mateo Valencia , el sitio se ubica en el Ejido El Paraíso, perteneciente al Activo de Producción Cinco Presidentes",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,1103.77,1003.03,Si,-94.058,18.055
1425,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Huimanguillo,"Parcela de José Antonio Rivera Colorado, el sitio se ubica en el Ejido El Paraíso.",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,126.11,14.98,Si,-94.056,18.057
1475,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Huimanguillo,"Parcela de Emilio Rivera Colorado, en el Ejido El Paraíso",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos ligeros y pesados,Hidrocarburos,23534.155,7740.023,Si,-94.054,18.057
2342,2021,Emergencia ambiental,"Transportación Carretera, S.A. de C.V.",Tabasco,Cunduacán,"Carretera Reforma–Dos Bocas, esquina calle Emiliano Zapata, colonia San Antonio",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,247.5,445.5,No,-93.162,18.061
1322,2012,Emergencia ambiental,Pemex Refinación,Veracruz_de_Ignacio_de_la_Llave,Nanchital de Lázaro Cárdenas del Río,"Km 009+240 oleoducto de 30” Ø, Nuevo Teapa-Poza Rica, margen derecha Río Coatzacoalcos",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petróleo crudo,Hidrocarburos,497.62,298.56,Si,-94.413,18.063
1969,2018,Emergencia ambiental,"Braskem Idesa, S.A.P.I.",Veracruz_de_Ignacio_de_la_Llave,Nanchital de Lázaro Cárdenas del Río,"Camino de acceso a la nueva caseta de cobro 16 Tram S , colonia Zona Industrial",Fuga,Fabricación de resinas de plásticos reciclados,Industria química,Ácidos,Ácidos y bases,32.79,11.2572,No,-94.368,18.07
1139,2012,Emergencia ambiental,"Transportes Santa Fe del Sureste, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Moloacán,"Km 022+700 camino nacional No. 180 Coatzacoalcos-Villahermosa, tramo Coatzacoalcos-límite de los estados Veracruz-Tabasco",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,456,293.52,Si,-94.243,18.07
2232,2020,Emergencia ambiental,"Diésel Azteca, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Nanchital de Lázaro Cárdenas del Río,"Km 016+500 carretera No. 180 Coatzacoalcos-Villahermosa, tramo Nuevo Teapa-entronque a la Venta",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,525.5,157.65,Si,-94.298,18.072
1426,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Huimanguillo,"Parcela de Santos Hernández Cáliz, el sitio se ubica en el Ejido El Paraíso.",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,1436.4,690.3,Si,-94.052,18.072
1506,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Huimanguillo,"Parcela de Gerardo Díaz Anzures, en el Ejido El Paraíso, área aledaña al Pozo La Venta 401",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,8094.88,2697.5,Si,-94.062,18.079
1437,2013,Pasivo ambiental,Pemex Refinación,Tabasco,Huimanguillo,"Parcela de Margarito Arenas Gama, en el Ejido Profesor José N. Rovirosa, área aledaña al Pozo La Venta 237-247",Derrames y/o fugas,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Hidrocarburos de  fracción media y pesados,Hidrocarburos,42518.97,20594.19,No,-94.053,18.084
1433,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Huimanguillo,"Ranchería Blasillo, Villa la Venta",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,37666.964,18402.888,No,-94.055,18.086
2361,2022,Emergencia ambiental,"Diésel Azteca, S.A. de C.V.",Tabasco,Centro,Km 013+800 carretera camino nacional No. 2800 Villahermosa-Ciudad del Carmen,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,1123.5,363.9,Si,-92.865,18.1
1438,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Jalpa de Méndez,Presa de Quema del Pozo Oxiacaque 75,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,"Hidrocarburos ligeros, de fracción media y pesados",Hidrocarburos,143.21,162.35,Si,-93.033,18.1
1670,2015,Emergencia ambiental,"Ferrocarril Mexicano, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,José Azueta,Km G-195.7 entre las estaciones ferroviarias de Dobladero-Azueta,Derrame,Transporte por ferrocarril,Transporte por ferrocarril,Petrolíferos,Hidrocarburos,343.21,731,No,-95.72,18.102
1422,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cárdenas,"Parcela de Santiago Izquierdo de La Cruz, el sitio se ubica en el Ejido Buena Vista, Parcela No. 52",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,115.1,57.6,Si,-93.881,18.104
2144,2022,Pasivo ambiental,"Industria Química del Itsmo, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Coatzacoalcos,"Celdas de mercurio de la Planta IQUISA, Complejo Petroquímico Pajaritos",Derrames y/o fugas,Fabricación de otros productos químicos básicos inorgánicos,Industria química,Metales,Metales y metaloides,2815.77,3003.96,No,-94.391,18.105
1323,2012,Emergencia ambiental,Pemex Refinación,Veracruz_de_Ignacio_de_la_Llave,Coatzacoalcos,"Km 029+700 combustoleoducto de 14” Ø, Minatitlán-Pajaritos",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,192.05,72.25,Si,-94.401,18.105
522,2010,Pasivo ambiental,"Grupo Celanese, S. de R.L. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Coatzacoalcos,"Predio ""Planta de Derivados de Aminas"", Calle 4 S  esquina Calle 7,  Complejo Industrial Pajaritos",Derrames y/o fugas,Fabricación de otros productos químicos básicos orgánicos,Industria química,Otros contaminantes no normados,Otros contaminantes no normados,45,45.6,Si,-94.389,18.11
1644,2014,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Huimanguillo,"Rancho El Olimpo, área aledaña a ex compresora La Venta y Pozo",Derrame,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,3763.21,3598.76,No,-93.961,18.119
602,2010,Emergencia ambiental,Pemex Refinación,Veracruz_de_Ignacio_de_la_Llave,José Azueta,"Km 124+391 poliducto de 12""-20"" Ø Minatitlán-México, Rancho Ma. Dolores",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,15493.5,19109.5,Si,-95.739,18.123
2324,2022,Emergencia ambiental,"Transportación Carretera, S.A. de C.V.",Tabasco,Cunduacán,"Km 18+700 carretera Comalcalco a la Isla, localidad de Pechucalco 2da. Sección",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,18.6,37.2,Si,-93.187,18.126
2384,2022,Pasivo ambiental,"Estaciones de Servicio Auto, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Coatzacoalcos,"Km 3.5 carretera Coatzacoalcos - Minatitlán, C.P. 96590, Estación de Servicio E02755",Derrames y/o fugas,Comercio al por menor de gasolina y diésel,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",Petrolíferos,Hidrocarburos,144.95,289.88,No,-94.439,18.128
759,2011,Pasivo ambiental,Comisión Federal de Electricidad,Oaxaca,Teotitlán de Flores Magón,Esquina que forman avenida Hidalgo y calle Cristóbal Colón colonia Centro del poblado Teotilán de Flores Magón,Derrames y/o fugas,Generación de electricidad a partir de combustibles fósiles,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",Hidrocarburos pesados,Hidrocarburos,0.537,0.422,Si,-97.074,18.133
2166,2019,Emergencia ambiental,"Fletes Lemargo, S.A. de C.V.",Tabasco,Comalcalco,Km 142 carretera federal No. 187 Cárdenas-Comalcalco,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,300,850,Si,-93.267,18.146
98,2008,Emergencia ambiental,"Transportes Especializados Cantú Segovia, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Isla,Km 049+700 carretera estatal Santiago Tuxtla-Isla,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,227.92,771.8,Si,-95.533,18.147
1439,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cárdenas,"Área aledaña al Pozo Sánchez Magallanes 143, perteneciente al Activo de Producción Cinco Presidentes, en la colonia La Trinidad",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,"Hidrocarburos ligeros, de fracción media y pesados",Hidrocarburos,393.85,522.4,Si,-93.887,18.149
1435,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cárdenas,"Área aledaña al Pozo Sánchez Magallanes 139, en la colonia La Trinidad",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,1304.84,463.13,Si,-93.884,18.151
1423,2013,Emergencia ambiental,Pemex Exploración y Producción,Tabasco,Cárdenas,"Área aledaña a la Estación de compresión Sánchez Magallanes, colonia La Trinidad",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,646.37,9182.15,Si,-93.888,18.158
1357,2012,Emergencia ambiental,Pemex Refinación,Veracruz_de_Ignacio_de_la_Llave,Juan Rodríguez Clara,"Km 109+629 poliducto de 12"" Ø Minatitlán-México, en el Hatillo",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,N.E.I.,N.E.I.,No,-95.463,18.161
1436,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cárdenas,"Pozo Sánchez Magallanes 104, perteneciente al Activo de Producción Cinco Presidentes, el sitio se ubica en Villa Benito Juárez",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,2018.3,2527.41,Si,-93.897,18.165
1421,2013,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Cárdenas,"Sitio  denominado ""El Retiro"", colonia 5 de Febrero, patio de tuberías Magallanes",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1120.1,558.4,Si,-93.912,18.169
1844,2016,Emergencia ambiental,"Proyectos Nacionales de Transporte, S.A. de C.V.",Tabasco,Nacajuca,"Km 7.5 libramiento Nacajuca-Tuxtla, a la altura de la curva la Tortuga",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,260.5,65,Si,-93.011,18.181
1301,2012,Emergencia ambiental,Pemex Exploración y Producción,Tabasco,Cárdenas,"Línea de escurrimiento de 3"" Ø del Pozo Cinco Presidentes 28 del Activo de Producción Cinco Presidentes, Ejido Ley Federal de la Reforma Agraria",Derrame,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,7938.94,7331.06,Si,-94.008,18.197
1302,2012,Emergencia ambiental,Pemex Exploración y Producción,Tabasco,Cárdenas,"Quemador de la turbocompresora Cinco Presidentes No. 1 del Activo de Producción Cinco Presidentes, en el Ejido Ley Federal de la Reforma Agraria",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,2843.08,3091.7,Si,-94.007,18.202
1351,2012,Emergencia ambiental,"Autotanques Nieto, S.A. de C.V.",Campeche,Palizada,"Km 193+600 camino nacional No. 186 Villahermosa-Escárcega, tramo caseta Fitosanitaria 3 Brazos-Río Chumpan",Derrame,Otro autotransporte foráneo de carga especializado,Autotransporte de carga,Petrolíferos,Hidrocarburos,300,300,Si,-91.514,18.209
1664,2014,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Comalcalco,Pozo yagual 23 y áreas aledañas en el poblado Carlos Greene 1 Sección tres,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,4110.78,4548.83,Si,-93.455,18.228
1729,2015,Emergencia ambiental,Pemex Exploración y Producción,Tabasco,Nacajuca,"Área aledaña al Pozo Terra 123, ubicado en la comunidad el Sitio, perteneciente al Activo de Producción Samaria-Luna",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,49094,20121.25,No,-92.947,18.233
2463,2023,Pasivo ambiental,Pemex Exploración y Producción,Tabasco,Nacajuca,"Activo de producción Samaria- Luna, comunidad El Sitio, al noreste de la cabecera municipal de Nacajuca (Pozo Terra 123)",Derrame,Extracción de petróleo y gas natural asociado,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,12514.6,14165.11,Si,-92.948,18.234
2331,2022,Emergencia ambiental,"Tractofletes Especializados, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Cosamaloapan de Carpio,Km 100+700 carretera No. 145D,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,95,105.6,Si,-95.68,18.252
2016,2018,Emergencia ambiental,"Petrofac México, S.A. de C.V.",Tabasco,Comalcalco,"Oleoducto de 6"" Ø Santuario-Golpe, km 7+617",Derrame,Construcción de sistemas de distribución de petróleo y gas,Construcción de obras de ingeniería civil,Petróleo crudo,Hidrocarburos,19875.3,16376.08,Si,-93.451,18.313
