No. de registro,Clasificación de técnica o proceso de tratamiento,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Responsable técnico de la remediación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Técnica o proceso de tratamiento,Año de conclusión de la remediación,Área de suelo remediado m²,Volumen de suelo remediado m³,x,y
971,Combinación de procesos biológicos-físicos,2011,Emergencia ambiental,"Servicio Público Especializado Huerta, S.A. de C.V.","Germen, S.A. de C.V.",Oaxaca,San Pedro Totolápam,"Km 108+100 carretera No. 190, México-Ciudad Cuauhtémoc, tramo Totolápam-El Camarón",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado y extracción de vapores en el sitio contaminado,2012,217.54,343.65,"3,125,175.06","533,968.51"
1677,Biológicos,2015,Emergencia ambiental,"Transportes Especializados Santana González, S.A. de C.V.","Isali, S.A. de C.V.",Oaxaca,San Pedro Totolápam,"Km 092+200 carretera federal No. 190 México-Ciudad Cuauhtémoc, tramo San Pedro Totolápam-El Camarón",Derrame,Otro autotransporte foráneo de carga especializado,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2017,102,244.8,"3,115,644.35","533,631.51"
1848,Biológicos,2016,Emergencia ambiental,"Trans Energéticos, S.A. de C.V.","Isali, S.A. de C.V.",Oaxaca,San Pedro Totolápam,"Km 089+700 carretera No. 190 México-Ciudad Cuauhtémoc, tramo Totolápam-El Camarón",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2018,315,556.5,"3,114,693.52","533,655.53"
88,Biológicos,2008,Emergencia ambiental,"Especializados Beta, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Oaxaca,San Pedro Totolápam,"Km 106+350 carretera federal No. 190 México-Ciudad Cuauhtémoc, tramo Totolápam-El Camarón",Derrame,Construcción de obras de urbanización ,Construcción de obras de ingeniería civil,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2009,406.6,355.87,"3,123,152.70","534,420.52"
285,Disposición final,2009,Emergencia ambiental,"Trans Delta, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Chiapas,Jiquipilas,Km 096+700 camino nacional No. 190 México-Ciudad Cuauhtémoc,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos,Hidrocarburos,Disposición final fuera del sitio,2009,36.38,60,"3,402,899.43","548,441.13"
566,Biológicos,2010,Emergencia ambiental,"Autotanques Estrella, S. de R.L. de C.V.","Ecología 2000, S.A. de C.V.",Oaxaca,Asunción Ixtaltepec,"Km 219+400 camino nacional No. 185 Coatzacoalcos-Salina Cruz, tramo Matías Romero-La Ventosa",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2011,340.2,598.88,"3,250,088.41","544,011.51"
132,Disposición final,2008,Emergencia ambiental,"Línea Transportadora Monchis, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Guerrero,San Marcos,Km 040+950 carretera nacional No. 200 ,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Disposición final fuera del sitio,2009,37.5,45,"2,763,659.09","533,686.98"
1094,Térmicos,2012,Emergencia ambiental,Roberto Javier Chávez Alcántara,Ana Lilia Sánchez Hernández,Chiapas,Tuxtla Gutiérrez,"Km 143+600 camino nacional No. 190 México-Ciudad Cuauhtémoc, tramo la Pochota-Ocozocuautla",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Co-procesamiento,2013,672,33.7,"3,439,081.22","560,720.20"
157,Biológicos,2008,Emergencia ambiental,"Servicio Público Especializado Huerta, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Chiapas,Tuxtla Gutiérrez,"Km 019+300 carretera No. 190 México-Ciudad Cuauhtémoc, tramo La Pochota-Las Delicias",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2009,828,577.6,"3,437,386.13","561,488.61"
1140,Combinación de procesos biológicos-disposición final,2012,Emergencia ambiental,"Impermeabilizantes, Pinturas y Emulsiones, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Oaxaca,Santiago Matatlán,"Km 057+200 camino nacional No. 190 México-Ciudad Cuauhtémoc, tramo Tlacolula-Totolapam",Derrame,Comercio al por mayor de pintura,"Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho",Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado y disposición final fuera del sitio,2016,1124,112.4,"3,103,010.39","547,947.67"
104,Biológicos,2008,Emergencia ambiental,Fabiola García Antonio,"Ecología 2000, S.A. de C.V.",Oaxaca,Santiago Matatlán,Km 056+500 carretera federal No. 190 México-Ciudad Cuauhtémoc tramo Tlacolula-Totolapam,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2008,320,436,"3,102,500.11","548,515.01"
1488,Biológicos,2013,Pasivo ambiental,Comisión Federal de Electricidad,"Competividad Ambiental, S.A. de C.V.",Guerrero,Acapulco de Juárez,"Boulevard Vicente Guerrero Saldaña No. 202, colonia Las Cruces, C.P. 39770, Central Turbogas Las Cruces",Derrames y/o fugas,Generación de electricidad a partir de combustibles fósiles,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",Hidrocarburos de fracción media,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2015,436.34,1226,"2,730,462.64","546,760.74"
314,Biológicos,2009,Emergencia ambiental,"Transportes JSV, S.A. de C.V.","Isali, S.A. de C.V.",Oaxaca,Matías Romero Avendaño,"Km 191+350 camino nacional No. 185 Coatzacoalcos-Salina Cruz, tramo Sarabia-Matías Romero",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2011,1225.73,669.64,"3,246,073.41","566,693.41"
260,Biológicos,2009,Emergencia ambiental,"Express y Tanques Especializados, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Guerrero,Coyuca de Benítez,Km 28 carretera nacional No. 200 Tepic-Puente Talismán,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2010,510,380,"2,706,193.03","556,549.15"
1189,Biológicos,2012,Emergencia ambiental,"Transportes Sersa, S.A. de C.V.","Isali, S.A. de C.V.",Guerrero,Coyuca de Benítez,"Km 031+500 carretera federal No. 200, Tepic-Puente Talismán Chiapas, tramo Acapulco-Zihuatanejo",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2013,148.55,133.7,"2,705,123.11","558,320.37"
47,Biológicos,2008,Emergencia ambiental,"Servicio Público Especializado Huerta, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Guerrero,Coyuca de Benítez,"Km 046+800 carretera No. 200 Acapulco-Zihuatanejo, tramo San Jerónimo-El Ciruelar",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2008,488,385.9,"2,691,276.56","559,078.55"
554,Biológicos,2010,Emergencia ambiental,"Transportes Promotores de Servicio, S.A. de C.V.","Isali, S.A. de C.V.",Guerrero,Coyuca de Benítez,"Km 047+700 carretera No. 200, tramo Acapulco-Las Salinas",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2011,511,332.15,"2,690,466.27","559,091.46"
2178,Biológicos,2019,Emergencia ambiental,"Transportación Carretera, S.A. de C.V.","EQS Consulting Group, S.A. de C.V.",Guerrero,Acapulco de Juárez,"Km 345+900 autopista No. 95D Cuernavaca-Acapulco, a la altura del poblado Dos Arroyos",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2022,558,165,"2,749,333.93","560,559.53"
76,Biológicos,2008,Emergencia ambiental,"Transportes Autotanques Beltrán e Hijos, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Oaxaca,Matías Romero Avendaño,Km 177+000 carretera No. 185 Coatzacoalcos-Salina Cruz,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2009,565.66,272.84,"3,244,487.69","579,707.12"
326,Biológicos,2009,Emergencia ambiental,Estación de Servicio ES 3103 Palomares,"Ecología 2000, S.A. de C.V.",Oaxaca,Matías Romero Avendaño,"Km 164+000 carretera transísmica S  Coatzacoalcos-Salina Cruz, en el poblado de Palomares",Fuga,Comercio al por menor de gasolina y diésel,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2012,468,1671,"3,238,448.68","590,091.34"
1479,Biológicos,2013,Emergencia ambiental,José Luis Sánchez Flores,"Ecología 2000, S.A. de C.V.",Guerrero,Juan R. Escudero,"Km 325+500 carretera federal No. 95D Cuernavaca-Acapulco, tramo Ocotito-Rio Papagayo",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2016,751.81,486,"2,760,379.28","574,588.61"
62,Biológicos,2008,Emergencia ambiental,"Transtanques de Occidente, S.A. de C.V.","Ingeniería Ecológica del Sureste, S.A. de C.V.",Guerrero,Técpan de Galeana,Km 115+300 carretera federal Acapulco-Zihuatanejo,Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2009,26,36.4,"2,638,420.17","580,667.22"
624,Biológicos,2010,Emergencia ambiental,"Express Milac, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Guerrero,Técpan de Galeana,"Km 126+050 carretera No. 200 Tepic-Puente Talismán Chiapas, tramo Acapulco-Zihuatanejo (colonia El Veinte)",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2012,360,406,"2,628,721.72","581,682.69"
1431,Biológicos,2013,Emergencia ambiental,"Petroquímicos Ruices, S.A. de C.V.","Isali, S.A. de C.V.",Oaxaca,San Pablo Huitzo,"Km 217+800 carretera nacional No. 135D, Cuacnopalan-Oaxaca, tramo Puente Río Díaz-Oaxaca",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2016,110,210,"3,039,205.64","598,009.46"
1184,Biológicos,2012,Emergencia ambiental,"Transportes Rodeli, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Guerrero,Técpan de Galeana,"Km 159 carretera No. 200, Tepic-Puente Talismán Chiapas, del tramo Acapulco-Zihuatanejo, localidad de Papanoa",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2013,88,88,"2,600,984.54","590,548.42"
2199,Biológicos,2019,Emergencia ambiental,"Servicio Público Especializado Huerta, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Oaxaca,San Jerónimo Sosola,"Km 200+960 carretera Cuacnopalan-Oaxaca, tramo Cuacnopalan-Huitzio",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2020,369,664.2,"3,026,072.72","604,409.99"
196,Biológicos,2009,Emergencia ambiental,"Translesa, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Guerrero,Petatlán,"Km 180+430 carretera No. 200 Tepic-Puente Talismán Chiapas, tramo Coyuquilla-Zihuatanejo",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2009,100,135,"2,591,151.99","599,225.21"
440,Disposición final,2010,Emergencia ambiental,"Servicio Público Especializado Huerta, S.A. de C.V.","Isali, S.A. de C.V.",Guerrero,Petatlán,"Km 181+300 carretera No. 200, Tepic-Puente Talismán Chiapas, tramo Coyuquilla Zihuatanejo",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Disposición final fuera del sitio,2010,99,74.25,"2,590,195.90","599,573.86"
242,Biológicos,2009,Emergencia ambiental,"Translesa, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Guerrero,Petatlán,"Km 184+700 Acapulco-Zihuatanejo, tramo Coyuquilla-Zihuatanejo",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2009,2.25,2.93,"2,588,238.97","601,193.50"
245,Biológicos,2009,Emergencia ambiental,"Flensa, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Guerrero,Petatlán,Km 184+700 tramo Acapulco-Zihuatanejo (Coyuquilla-Zihuatanejo),Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2009,273.6,254,"2,588,259.50","601,220.86"
325,Combinación de procesos biológicos-físicos,2009,Emergencia ambiental,"Flensa, S.A. de C.V.","Germen, S.A. de C.V.",Guerrero,Petatlán,"Km 193+500 carretera federal No. 200, Tepic-Puente Talismán, Chiapas, entre Coyuquilla y Zihuatanejo",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado y extracción de vapores en el sitio contaminado,2010,477.15,1096.6,"2,583,257.51","606,304.48"
120,Biológicos,2008,Emergencia ambiental,"Transportadores de Líquidos Químicos, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Guerrero,Petatlán,"Km 199+050 carretera nacional No. 200 Acapulco-Zihuatanejo, localidad El Tuzal",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2009,85,273,"2,579,827.16","610,269.68"
2263,Biológicos,2020,Emergencia ambiental,"Transportes Especializados Gajha, S.A. de C.V.","Isali, S.A. de C.V.",Oaxaca,Asunción Nochixtlán,Km 162+750 carretera federal No. 135D Cuacnopalan-Oaxaca,Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2021,516,513,"2,999,800.49","627,788.19"
268,Biológicos,2009,Emergencia ambiental,Pablo Maximino Jiménez Jiménez,"Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Oaxaca,San Juan Teposcolula,"Km 064+250 carretera federal No. 190 México-Ciudad Cuauhtémoc, tramo Tejupa-Nochixtlán",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2011,420.24,446,"2,987,936.23","628,172.67"
381,Biológicos,2009,Emergencia ambiental,"Royal Transports, S.A. de C.V.","Ingeniería Ecológica del Sureste, S.A. de C.V.",Guerrero,Petatlán,Km 221+100 carretera federal No. 200 Zihuatanejo-Acapulco,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2010,12,6,"2,565,115.94","622,306.05"
153,Disposición final,2008,Emergencia ambiental,"Express y Tanques Especializados, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Guerrero,Eduardo Neri,"Km 199+300 carretera nacional México-Acapulco, tramo Río Mezcla-Chilpancingo",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Disposición final fuera del sitio,2009,25.48,60,"2,758,304.39","640,334.78"
113,Biológicos,2008,Pasivo ambiental,Pemex Exploración y Producción,"Consultoría Ambiental e Ingeniería, S.A. de C.V.",Chiapas,Reforma,"Km 8 carretera a San Miguel 2da. Sección, C.P. 29500",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de fracción media y pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2012,6784.53,15596.52,"3,420,196.23","676,171.37"
36,Combinación de procesos biológicos-disposición final,2008,Emergencia ambiental,"Tractotanques del Sureste, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Sayula de Alemán,Km 072+500 carretera Matías Romero-Sayula de Alemán,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado y disposición final fuera del sitio,2009,312.69,185.1,"3,244,581.49","672,017.98"
